Temperature	40	60	80	100	120
2.000000E+1	8.379597E-9	2.721885E-8	9.607283E-8	2.998335E-7	9.544385E-7
2.010000E+1	8.429121E-9	2.732711E-8	9.622894E-8	3.001920E-7	9.566106E-7
2.020000E+1	8.442294E-9	2.740268E-8	9.642945E-8	3.006043E-7	9.590113E-7
2.030000E+1	8.444854E-9	2.749945E-8	9.666110E-8	3.011318E-7	9.615134E-7
2.040000E+1	8.479264E-9	2.756904E-8	9.683468E-8	3.016443E-7	9.640585E-7
2.050000E+1	8.564568E-9	2.766043E-8	9.710080E-8	3.021859E-7	9.666343E-7
2.060000E+1	8.529705E-9	2.775259E-8	9.728773E-8	3.027178E-7	9.692036E-7
2.070000E+1	8.662603E-9	2.790077E-8	9.754094E-8	3.032730E-7	9.717579E-7
2.080000E+1	8.604978E-9	2.793323E-8	9.776378E-8	3.038237E-7	9.743031E-7
2.090000E+1	8.675754E-9	2.803596E-8	9.804661E-8	3.043665E-7	9.768864E-7
2.100000E+1	8.655337E-9	2.818418E-8	9.828796E-8	3.049098E-7	9.795126E-7
2.110000E+1	8.808288E-9	2.821832E-8	9.848636E-8	3.054294E-7	9.819329E-7
2.120000E+1	8.741097E-9	2.834509E-8	9.870558E-8	3.059468E-7	9.845355E-7
2.130000E+1	8.812616E-9	2.847606E-8	9.900300E-8	3.065351E-7	9.870903E-7
2.140000E+1	8.880426E-9	2.853133E-8	9.920398E-8	3.071162E-7	9.896168E-7
2.150000E+1	8.882859E-9	2.864505E-8	9.945698E-8	3.077005E-7	9.922206E-7
2.160000E+1	9.003148E-9	2.882784E-8	9.973891E-8	3.082861E-7	9.946712E-7
2.170000E+1	9.055084E-9	2.885902E-8	9.994366E-8	3.088997E-7	9.971950E-7
2.180000E+1	9.083579E-9	2.898513E-8	1.001971E-7	3.095034E-7	9.995329E-7
2.190000E+1	9.279364E-9	2.911493E-8	1.004613E-7	3.101192E-7	1.001996E-6
2.200000E+1	9.640080E-9	2.916590E-8	1.006897E-7	3.107872E-7	1.004427E-6
2.210000E+1	1.026803E-8	2.933533E-8	1.009772E-7	3.114545E-7	1.006775E-6
2.220000E+1	1.158835E-8	2.946943E-8	1.012237E-7	3.120996E-7	1.009154E-6
2.230000E+1	1.361016E-8	2.971682E-8	1.015119E-7	3.127767E-7	1.011623E-6
2.240000E+1	1.662618E-8	3.001516E-8	1.017963E-7	3.135059E-7	1.014087E-6
2.250000E+1	2.050650E-8	3.059936E-8	1.021219E-7	3.142106E-7	1.016449E-6
2.260000E+1	2.518444E-8	3.147524E-8	1.024408E-7	3.149188E-7	1.018982E-6
2.270000E+1	3.090654E-8	3.317657E-8	1.027962E-7	3.157452E-7	1.021441E-6
2.280000E+1	3.661739E-8	3.567213E-8	1.031885E-7	3.164295E-7	1.023945E-6
2.290000E+1	4.326700E-8	3.929519E-8	1.036876E-7	3.172112E-7	1.026404E-6
2.300000E+1	4.981737E-8	4.421678E-8	1.043132E-7	3.179976E-7	1.028915E-6
2.310000E+1	5.686963E-8	5.081858E-8	1.051449E-7	3.188987E-7	1.031517E-6
2.320000E+1	6.338892E-8	5.878031E-8	1.062407E-7	3.197468E-7	1.033783E-6
2.330000E+1	7.086569E-8	6.834853E-8	1.077640E-7	3.206038E-7	1.036220E-6
2.340000E+1	7.762070E-8	7.947045E-8	1.099237E-7	3.215881E-7	1.038630E-6
2.350000E+1	8.541938E-8	9.216489E-8	1.130269E-7	3.226472E-7	1.041131E-6
2.360000E+1	9.331189E-8	1.058053E-7	1.172693E-7	3.237989E-7	1.043596E-6
2.370000E+1	1.008326E-7	1.204247E-7	1.231082E-7	3.250848E-7	1.046072E-6
2.380000E+1	1.091182E-7	1.361208E-7	1.310088E-7	3.265272E-7	1.051245E-6
2.390000E+1	1.173358E-7	1.534655E-7	1.419157E-7	3.282654E-7	1.054128E-6
2.400000E+1	1.261103E-7	1.709363E-7	1.556314E-7	3.302364E-7	1.057048E-6
2.410000E+1	1.343894E-7	1.891712E-7	1.731272E-7	3.326832E-7	1.060195E-6
2.420000E+1	1.436350E-7	2.085925E-7	1.954167E-7	3.358205E-7	1.063446E-6
2.430000E+1	1.535133E-7	2.275419E-7	2.219975E-7	3.396793E-7	1.066679E-6
2.440000E+1	1.624120E-7	2.480152E-7	2.534831E-7	3.446664E-7	1.070053E-6
2.450000E+1	1.725076E-7	2.695893E-7	2.902864E-7	3.511400E-7	1.073510E-6
2.460000E+1	1.826883E-7	2.920369E-7	3.331656E-7	3.599899E-7	1.077298E-6
2.470000E+1	1.933031E-7	3.155063E-7	3.796619E-7	3.714637E-7	1.081099E-6
2.480000E+1	2.041151E-7	3.381294E-7	4.308799E-7	3.864853E-7	1.085104E-6
2.490000E+1	2.148874E-7	3.621405E-7	4.877053E-7	4.063272E-7	1.089444E-6
2.500000E+1	2.258797E-7	3.886132E-7	5.498721E-7	4.334296E-7	1.094379E-6
2.510000E+1	2.374491E-7	4.137405E-7	6.142486E-7	4.673633E-7	1.099664E-6
2.520000E+1	2.487565E-7	4.419940E-7	6.838687E-7	5.115273E-7	1.105624E-6
2.530000E+1	2.610534E-7	4.692349E-7	7.561115E-7	5.669785E-7	1.112434E-6
2.540000E+1	2.749134E-7	5.006619E-7	8.345284E-7	6.400897E-7	1.120536E-6
2.550000E+1	2.873739E-7	5.303975E-7	9.146712E-7	7.270261E-7	1.129735E-6
2.560000E+1	3.002992E-7	5.620023E-7	9.987477E-7	8.339757E-7	1.140544E-6
2.570000E+1	3.153221E-7	5.944249E-7	1.088039E-6	9.677801E-7	1.153964E-6
2.580000E+1	3.281434E-7	6.272950E-7	1.179831E-6	1.115101E-6	1.169744E-6
