Temperature	40	60	80	100	120
2.000000E+1	9.414219E-9	3.021774E-8	9.836205E-8	3.168641E-7	1.053843E-6
2.010000E+1	9.362540E-9	3.020521E-8	9.859311E-8	3.177418E-7	1.056238E-6
2.020000E+1	9.416931E-9	3.035920E-8	9.884550E-8	3.186672E-7	1.059088E-6
2.030000E+1	9.414659E-9	3.040642E-8	9.926928E-8	3.197956E-7	1.062056E-6
2.040000E+1	9.440733E-9	3.052910E-8	9.951592E-8	3.208470E-7	1.065047E-6
2.050000E+1	9.484862E-9	3.065238E-8	9.980899E-8	3.218279E-7	1.068238E-6
2.060000E+1	9.501963E-9	3.076499E-8	1.001861E-7	3.229297E-7	1.071404E-6
2.070000E+1	9.514899E-9	3.088828E-8	1.005618E-7	3.240916E-7	1.074568E-6
2.080000E+1	9.515934E-9	3.099037E-8	1.008428E-7	3.251215E-7	1.077725E-6
2.090000E+1	9.575902E-9	3.104218E-8	1.012637E-7	3.261607E-7	1.080961E-6
2.100000E+1	9.586655E-9	3.117816E-8	1.014691E-7	3.272451E-7	1.084052E-6
2.110000E+1	9.627343E-9	3.131708E-8	1.017741E-7	3.283166E-7	1.087093E-6
2.120000E+1	9.669359E-9	3.136391E-8	1.021794E-7	3.293846E-7	1.090253E-6
2.130000E+1	9.664324E-9	3.145844E-8	1.025416E-7	3.304677E-7	1.093406E-6
2.140000E+1	9.715813E-9	3.161286E-8	1.028486E-7	3.315429E-7	1.096539E-6
2.150000E+1	9.741445E-9	3.167707E-8	1.032689E-7	3.326562E-7	1.099608E-6
2.160000E+1	9.780329E-9	3.182820E-8	1.035765E-7	3.337748E-7	1.102829E-6
2.170000E+1	9.805457E-9	3.195690E-8	1.039156E-7	3.348335E-7	1.106034E-6
2.180000E+1	9.917571E-9	3.199991E-8	1.043312E-7	3.359477E-7	1.109264E-6
2.190000E+1	1.006741E-8	3.221097E-8	1.046115E-7	3.370012E-7	1.112356E-6
2.200000E+1	1.040484E-8	3.234719E-8	1.049427E-7	3.381818E-7	1.115553E-6
2.210000E+1	1.110459E-8	3.247495E-8	1.053321E-7	3.392489E-7	1.118536E-6
2.220000E+1	1.242873E-8	3.260176E-8	1.056134E-7	3.403281E-7	1.121755E-6
2.230000E+1	1.457102E-8	3.292223E-8	1.060031E-7	3.413973E-7	1.124887E-6
2.240000E+1	1.770283E-8	3.327897E-8	1.064615E-7	3.426015E-7	1.128000E-6
2.250000E+1	2.172968E-8	3.403466E-8	1.068049E-7	3.436457E-7	1.131287E-6
2.260000E+1	2.639162E-8	3.555603E-8	1.072581E-7	3.448226E-7	1.134518E-6
2.270000E+1	3.207290E-8	3.792193E-8	1.077695E-7	3.460260E-7	1.137786E-6
2.280000E+1	3.799272E-8	4.141507E-8	1.084279E-7	3.471197E-7	1.141101E-6
2.290000E+1	4.422227E-8	4.637371E-8	1.092693E-7	3.484014E-7	1.144269E-6
2.300000E+1	5.056260E-8	5.280058E-8	1.103227E-7	3.496318E-7	1.147519E-6
